1 4 2.77 0.0
 0.000  0.000 0.0 0.005 0.0  0.0 0.0 0.0
 0.700  2.141 0.0 0.005 0.0  0.0 0.0 0.0
 2.678  2.531 0.0 0.005 0.0  0.0 0.0 0.0
 1.948  0.774 0.0 0.005 0.0  0.0 0.0 0.0
