1 4 1.302 0.0
 0.000  0.000 0.0  0.005 0.0  0.0 0.0 0.0
 0.140  1.133 0.0  0.005 0.0  0.0 0.0 0.0
-0.321  1.531 0.0  0.005 0.0  0.0 0.0 0.0
-1.282  0.720 0.0  0.005 0.0  0.0 0.0 0.0
