4   3.0830   -2.3650    0.8235
  -4.6547   -0.3272  220.2822     0.000
   0.0753    0.0468 -667.1901     3.436
  -0.3365    2.3893 1712.8778     3.288
  -1.3046    3.1550 -1263.1708     3.311
