1 4 2.16 0.0
 0.000  0.000 0.0  0.005 0.0 0.0 0.0 0.0
-0.758  0.951 0.0  0.005 0.0 0.0 0.0 0.0
 0.400  1.265 0.0  0.005 0.0 0.0 0.0 0.0
 0.718  0.386 0.0  0.005 0.0 0.0 0.0 0.0
