1 4 2.16 0.0
 0.000  0.000 1.0   0.005 0.00 0.0 0.0 0.0
-0.758  0.951 1.02  0.005 0.03 0.0 0.0 0.0
 0.400  1.265 1.00  0.005 0.03 0.0 0.0 0.0
 0.718  0.386 1.47  0.005 0.04 0.0 0.0 0.0
