1 4 1.09 0.0
 0.000  0.000 0.0  0.005 0.0 0.0 0.0 0.0
-0.940  1.086 0.0  0.005 0.0 0.0 0.0 0.0
 0.361  1.520 0.0  0.005 0.0 0.0 0.0 0.0
 0.689  1.185 0.0  0.005 0.0 0.0 0.0 0.0
