4   2.6400   -0.7886    0.8501
  -0.0125    0.0313  432.3426     1.342
   0.2220    0.3525 -431.4699     1.354
  -1.8248    0.4115  -87.4696     2.718
  -0.6706    1.9734   89.3969     0.000
