1 4 2.38 0.0
 0.000  0.000 0.0 0.005 0.0 0.0 0.0 0.0
-0.906  3.138 0.0 0.005 0.0 0.0 0.0 0.0
 0.339  3.237 0.0 0.005 0.0 0.0 0.0 0.0
 1.504  2.822 0.0 0.005 0.0 0.0 0.0 0.0
