4   1.5600    0.7647    0.8470
  -0.0008    0.0034    2.2460     0.000
   1.5309    0.3587   -3.1457   140.262
   1.8462    0.9260    4.2417   129.650
   0.4617    1.6690   -0.5406   389.290
