1 4 2.43 0.0
 0.000  0.000 1.0   0.005 0.0  0.0 0.0 0.0
-1.001  0.612 1.04  0.005 0.02 0.0 0.0 0.0
-0.857  1.448 1.31  0.005 0.03 0.0 0.0 0.0
 0.050  1.411 1.08  0.005 0.03 0.0 0.0 0.0
