1 4 2.43 0.0
 0.000  0.000 0.0   0.005 0.0 0.0 0.0 0.0
-1.001  0.612 0.0   0.005 0.0 0.0 0.0 0.0
-0.857  1.448 0.0   0.005 0.0 0.0 0.0 0.0
 0.050  1.411 0.0   0.005 0.0 0.0 0.0 0.0
