4   2.9700   -0.4985    0.1641
  -0.1339   -0.3419    4.3068    16.831
  -0.9763   -0.0007   -0.5376    51.556
  -0.0000    0.0018   -3.2253    18.165
  -0.3999    0.8126    2.2589     0.000
